Changes detected in row 1243. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1244. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1245. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1246. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1247. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1248. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1249. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1250. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1251. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1252. Values changed- Billet Diameter: 0=>0, Alloy: Ti 6-4=>Ti 6-4, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 4911 or AMS 4928=>AMS 4911 or AMS 4928, Yield: 1=14=>1=14, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: Ti 6-4=>Ti 6-4, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1253. Values changed- Billet Diameter: 0=>0, Alloy: 17-4PH=>17-4PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5643 or AMS 5604 (H1150 HT Cond.)=>AMS 5643 or AMS 5604 (H1150 HT Cond.), Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 17-4PH=>17-4PH, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1254. Values changed- Billet Diameter: 0=>0, Alloy: 17-4PH=>17-4PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5643 or AMS 5604 (H1150 HT Cond.)=>AMS 5643 or AMS 5604 (H1150 HT Cond.), Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 17-4PH=>17-4PH, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1255. Values changed- Billet Diameter: 0=>0, Alloy: 17-4PH=>17-4PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5643 or AMS 5604 (H1150 HT Cond.)=>AMS 5643 or AMS 5604 (H1150 HT Cond.), Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 17-4PH=>17-4PH, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1256. Values changed- Billet Diameter: 0=>0, Alloy: 17-4PH=>17-4PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5643 or AMS 5604 (H1150 HT Cond.)=>AMS 5643 or AMS 5604 (H1150 HT Cond.), Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 17-4PH=>17-4PH, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1257. Values changed- Billet Diameter: 0=>0, Alloy: 17-4PH=>17-4PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5643 or AMS 5604 (H1150 HT Cond.)=>AMS 5643 or AMS 5604 (H1150 HT Cond.), Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 17-4PH=>17-4PH, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1258. Values changed- Billet Diameter: 0=>0, Alloy: 17-4PH=>17-4PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5643 or AMS 5604 (H1150 HT Cond.)=>AMS 5643 or AMS 5604 (H1150 HT Cond.), Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 17-4PH=>17-4PH, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1259. Values changed- Billet Diameter: 0=>0, Alloy: 17-4PH=>17-4PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5643 or AMS 5604 (H1150 HT Cond.)=>AMS 5643 or AMS 5604 (H1150 HT Cond.), Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 17-4PH=>17-4PH, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1260. Values changed- Billet Diameter: 0=>0, Alloy: 17-4PH=>17-4PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5643 or AMS 5604 (H1150 HT Cond.)=>AMS 5643 or AMS 5604 (H1150 HT Cond.), Yield: =>, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 17-4PH=>17-4PH, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1297. Values changed- Billet Diameter: 4=>4, Alloy: 718=>718, Weight: 13.8=>13.8, Weight Type: 0=>0, Spec: AMS 5662=>AMS 5662, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 1298. Values changed- Billet Diameter:  7.25 => 7.25 , Alloy: 2219=>2219, Weight: 53.0=>53.0, Weight Type: Gr.=>Gr., Spec: AMS 4143=>AMS 4143, Yield:  1 = 1 (12)=> 1 = 1 (12), QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: CF6/LM2500=>CF6/LM2500
Changes detected in row 1307. Values changed- Billet Diameter: 8=>8, Alloy: 903=>903, Weight: 56.7=>56.7, Weight Type: 0=>0, Spec: B50TF151=>B50TF151, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: F404=>F404
Changes detected in row 1310. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CF6-80/LM6000=>CF6-80/LM6000
Changes detected in row 1314. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=4=>1=4, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: CF34 =>CF34 
Changes detected in row 1318. Values changed- Billet Diameter:  9.25 => 9.25 , Alloy: 7075=>7075, Weight: 115.0=>115.0, Weight Type: 0=>0, Spec: AMS 4141=>AMS 4141, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: 0=>0, Engine Program: #N/A=>#N/A
Changes detected in row 1320. Values changed- Billet Diameter: 8=>8, Alloy: 903=>903, Weight: 98.4=>98.4, Weight Type: 0=>0, Spec: B50TF151=>B50TF151, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: F404=>F404
Changes detected in row 1324. Values changed- Billet Diameter: 11=>11, Alloy: 6061=>6061, Weight: 244.7=>244.7, Weight Type: 0=>0, Spec: AMS 4127=>AMS 4127, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: CF34 =>CF34 
Changes detected in row 1326. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F110/F404/F118=>F110/F404/F118
Changes detected in row 1328. Values changed- Billet Diameter:  8.00 => 8.00 , Alloy: 718 T=>718 T, Weight: 120.1=>120.1, Weight Type: Gr.=>Gr., Spec: C50TF104  =>C50TF104  , Yield:  1 = 1 (2)=> 1 = 1 (2), QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F110/F118=>F110/F118
Changes detected in row 1333. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: M&I=>M&I
Changes detected in row 1338. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: LM2500=>LM2500
Changes detected in row 1341. Values changed- Billet Diameter: 0=>0, Alloy: I-718=>I-718, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF15 CL-E=>B50TF15 CL-E, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: I718=>I718, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1345. Values changed- Billet Diameter: 19.5=>19.5, Alloy: 7075=>7075, Weight: 885.0=>885.0, Weight Type: 0=>0, Spec: AMS 4311=>AMS 4311, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: 0=>0
Changes detected in row 1346. Values changed- Billet Diameter: 19.5=>19.5, Alloy: 7075=>7075, Weight: 885.0=>885.0, Weight Type: 0=>0, Spec: AMS 4311=>AMS 4311, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Al=>Al, Engine Program: 0=>0
Changes detected in row 1347. Values changed- Billet Diameter: 0=>0, Alloy: I-718=>I-718, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF15 CL-E=>B50TF15 CL-E, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: I718=>I718, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1351. Values changed- Billet Diameter: 8=>8, Alloy: 909=>909, Weight: 76.5=>76.5, Weight Type: 0=>0, Spec: C50TF95=>C50TF95, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: F414=>F414
Changes detected in row 1354. Values changed- Billet Diameter:  10.00 => 10.00 , Alloy: 718=>718, Weight: 262.0=>262.0, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: =>, Engine Program: LM2500=>LM2500
Changes detected in row 1355. Values changed- Billet Diameter: 6=>6, Alloy: HS188=>HS188, Weight: 96.0=>96.0, Weight Type: Yielded=>Yielded, Spec: AMS 5772=>AMS 5772, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 1356. Values changed- Billet Diameter: 10=>10, Alloy: 718=>718, Weight: 248.1=>248.1, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: F18=>F18
Changes detected in row 1357. Values changed- Billet Diameter: 10.00=>10.00, Alloy: H230=>H230, Weight: 305=>305, Weight Type: 0=>0, Spec: AMS 5891=>AMS 5891, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: LM2500 & LM2500 PLUS=>LM2500 & LM2500 PLUS
Changes detected in row 1358. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: =>, Engine Program: #N/A=>#N/A
Changes detected in row 1359. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: 0=>0, Engine Program: #N/A=>#N/A
Changes detected in row 1360. Values changed- Billet Diameter: 10.00=>10.00, Alloy: H230=>H230, Weight: 305=>305, Weight Type: 0=>0, Spec: AMS 5891=>AMS 5891, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: LM2500 & LM2500 PLUS=>LM2500 & LM2500 PLUS
Changes detected in row 1361. Values changed- Billet Diameter:  8.00 => 8.00 , Alloy: 625=>625, Weight: 178.8=>178.8, Weight Type: 0=>0, Spec: AMS 5666=>AMS 5666, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F414=>F414
Changes detected in row 1367. Values changed- Billet Diameter:  10.00 => 10.00 , Alloy: 6-4=>6-4, Weight: 274.3=>274.3, Weight Type: 0=>0, Spec: AMS 4928=>AMS 4928, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: GE90 Base=>GE90 Base
Changes detected in row 1369. Values changed- Billet Diameter:  10.00 => 10.00 , Alloy: 718=>718, Weight: 354.0=>354.0, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: CFM56-5B/5C/7=>CFM56-5B/5C/7
Changes detected in row 1370. Values changed- Billet Diameter:  8.00 => 8.00 , Alloy: 6-4 T=>6-4 T, Weight: 100.2=>100.2, Weight Type: 0=>0, Spec: C50TF12 F=>C50TF12 F, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: 0=>0, Engine Program: CF6=>CF6
Changes detected in row 1378. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=4=>1=4, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F110=>F110
Changes detected in row 1382. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=4=>1=4, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F110=>F110
Changes detected in row 1383. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=16=>1=16, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F404=>F404
Changes detected in row 1384. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=16=>1=16, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F404=>F404
Changes detected in row 1385. Values changed- Billet Diameter:  7.25 => 7.25 , Alloy: 6061=>6061, Weight: 28.6=>28.6, Weight Type: 0=>0, Spec: AMS 4127=>AMS 4127, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F404-100/400=>F404-100/400
Changes detected in row 1386. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: LMS100=>LMS100
Changes detected in row 1390. Values changed- Billet Diameter:  7.25 => 7.25 , Alloy: 6061=>6061, Weight: 52.2=>52.2, Weight Type: 0=>0, Spec: AMS 4127=>AMS 4127, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F404-100/400=>F404-100/400
Changes detected in row 1395. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: LM=>LM
Changes detected in row 1397. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: LM=>LM
Changes detected in row 1398. Values changed- Billet Diameter:  10.00 => 10.00 , Alloy: 6-4=>6-4, Weight: 300.9=>300.9, Weight Type: 0=>0, Spec: C50T61=>C50T61, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: T64=>T64
Changes detected in row 1400. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F110=>F110
Changes detected in row 1402. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 1412. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Closed_Die_F=>Forging_Closed_Die_F, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 1424. Values changed- Billet Diameter: 8=>8, Alloy: 718R=>718R, Weight: 358.0=>358.0, Weight Type: 0=>0, Spec: C50TF37=>C50TF37, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 1425. Values changed- Billet Diameter: 3=>3, Alloy: 718=>718, Weight: 4.6=>4.6, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: Genx=>Genx
Changes detected in row 1426. Values changed- Billet Diameter: 3=>3, Alloy: 718=>718, Weight: 8.0=>8.0, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: Ni=>Ni, Engine Program: Genx=>Genx
Changes detected in row 1427. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_R=>Forging_Ring_R, Alloy Family: 0=>0, Engine Program: GenX=>GenX
Changes detected in row 1428. Values changed- Billet Diameter: 0=>0, Alloy: I-718=>I-718, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF15 CL-E=>B50TF15 CL-E, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: I718=>I718, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1429. Values changed- Billet Diameter: 0=>0, Alloy: I783=>I783, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5940=>AMS 5940, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: I783=>I783, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1432. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type: =>, Alloy Family: 0=>0, Engine Program: CF6-6=>CF6-6
Changes detected in row 1440. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type: =>, Alloy Family: 0=>0, Engine Program: GE90      =>GE90      
Changes detected in row 1441. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Closed_Die_F=>Forging_Closed_Die_F, Alloy Family: 0=>0, Engine Program: CF34=>CF34
Changes detected in row 1442. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Closed_Die_F=>Forging_Closed_Die_F, Alloy Family: 0=>0, Engine Program: CF34=>CF34
Changes detected in row 1443. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Closed_Die_F=>Forging_Closed_Die_F, Alloy Family: 0=>0, Engine Program: 0=>0
Changes detected in row 1444. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Closed_Die_F=>Forging_Closed_Die_F, Alloy Family: 0=>0, Engine Program: 0=>0
Changes detected in row 1450. Values changed- Billet Diameter:  8.00 => 8.00 , Alloy: 625=>625, Weight: 178.8=>178.8, Weight Type: #N/A=>#N/A, Spec: AMS 5666=>AMS 5666, Yield:  1 = 1=> 1 = 1, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: F414=>F414
Changes detected in row 1459. Values changed- Billet Diameter: 0=>0, Alloy: I783=>I783, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5940=>AMS 5940, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: I783=>I783, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1460. Values changed- Billet Diameter: 0=>0, Alloy: 718+=>718+, Weight: 0=>0, Weight Type: 0=>0, Spec: C50TF128 CL-A=>C50TF128 CL-A, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: 718Plus=>718Plus, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 1461. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=6=>1=6, QPE: =>, R/M Type: Seamless=>Seamless, Alloy Family: 0=>0, Engine Program: LM2500=>LM2500
Changes detected in row 1462. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: LM2500+=>LM2500+
Changes detected in row 1463. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: LM2500+=>LM2500+
Changes detected in row 1464. Values changed- Billet Diameter: 0=>0, Alloy: M152=>M152, Weight: 20.81=>20.81, Weight Type: 0=>0, Spec: C50TF95 CL-B=>C50TF95 CL-B, Yield: shaped ring=>shaped ring, QPE: 1=>1, R/M Type: =>, Alloy Family: I909=>I909, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1465. Values changed- Billet Diameter: 0=>0, Alloy: M152=>M152, Weight: 0=>0, Weight Type: 0=>0, Spec: C50TF68 CL-B=>C50TF68 CL-B, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: =>, Alloy Family: M152=>M152, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1466. Values changed- Billet Diameter: 0=>0, Alloy: I-718=>I-718, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF15 CL-E=>B50TF15 CL-E, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: =>, Alloy Family: I718=>I718, Engine Program: LEAP A/C=>LEAP A/C
Changes detected in row 1467. Values changed- Billet Diameter: 0=>0, Alloy: I-718=>I-718, Weight: 0=>0, Weight Type: 0=>0, Spec: B50TF15 CL-E=>B50TF15 CL-E, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Seamless=>Seamless, Alloy Family: I718=>I718, Engine Program: LEAP A/C=>LEAP A/C
